id,task_type,context_is_null,prompt_bn,response_bn,gold_label,auditor_confidence,needs_human_review,audit_reason,why_selected,suggested_checker,context
2409,context_grounded_fact,False,চিরাগ পাসওয়ান কবে জন্মগ্রহণ করেন?,৩১ অক্টোবর ২০২৪,,,,,context birthdate extraction but response uses office year,context entailment/extraction,চিরাগ কুমার পাসওয়ান (জন্ম: ৩১ অক্টোবর ১৯৮২) একজন ভারতীয় রাজনীতিবিদ এবং প্রাক্তন অভিনেতা। তিনি ২০২৪ সাল থেকে খাদ্য প্রক্রিয়াকরণ শিল্পের ১৯ তম মন্ত্রী এবং ২০২১ সাল থেকে লোক জনশক্তি পার্টির (রাম বিলাস) ১ম সভাপতি হিসাবে দায়িত্ব পালন করছেন। ২০২৪ সাল থেকে হাজীপুর লোকসভা কেন্দ্র থেকে লোকসভার সংসদ সদস্য হিসাবে দায়িত্ব পালন করছেন। তিনি প্রয়াত সাংসদ তথা কেন্দ্রীয় মন্ত্রী রামবিলাস পাসওয়ানের ছেলে।
2426,context_grounded_fact,False,নাইজেল ইভান্স কবে জন্মগ্রহণ করেন?,১০ নভেম্বর ১৯৯২,,,,,stratified sample from real test set task type,context entailment/extraction,"নাইজেল মার্টিন ইভান্স  (জন্ম ১০ নভেম্বর ১৯৫৭) একজন ব্রিটিশ কনজারভেটিভ পার্টির রাজনীতিবিদ যিনি ১৯৯২ সাল থেকে ল্যাঙ্কাশায়ারের রিবল ভ্যালির সংসদ সদস্য (এমপি) হিসেবে দায়িত্ব পালন করছেন। তিনি ২০১৭ থেকে ২০১৯ সাল পর্যন্ত ১৯২২ কমিটির যুগ্ম নির্বাহী সম্পাদক ছিলেন। তিনি ২০১০ থেকে ২০১৩ সাল পর্যন্ত স্পিকারের তিনজন ডেপুটিদের মধ্যে অন্যতম ওয়েস অ্যান্ড মিনসের প্রথম ডেপুটি চেয়ারম্যান হিসেবে দায়িত্ব পালন করেন। তিনি ২০২০ সালে ওয়েজ অ্যান্ড মিনসের দ্বিতীয় ডেপুটি চেয়ারম্যান নির্বাচিত হন।
ইভান্স ইউরোপীয় ইউনিয়নের একজন শক্তিশালী সমালোচক এবং ২০১৬ সালের ইইউ গণভোটে ব্রেক্সিটকে সমর্থন করেছিলেন। তিনি তখন থেকে Le"
2430,context_grounded_fact,False,লোর্কান টাকার কবে জন্মগ্রহণ করেন?,১০ সেপ্টেম্বর ১৯৯৬,,,,,stratified sample from real test set task type,context entailment/extraction,"লোর্কান জন টাকার (জন্ম ১০ সেপ্টেম্বর ১৯৯৬) একজন আইরিশ ক্রিকেটার এবং উইকেট-রক্ষক-ব্যাটসম্যান।
তিনি ২০১৬ অনূর্ধ্ব-১৯ ক্রিকেট বিশ্বকাপের জন্য আয়ারল্যান্ডের স্কোয়াডের অংশ ছিলেন এবং সেপ্টেম্বর ২০১৬ সালে আয়ারল্যান্ড ক্রিকেট দলের হয়ে তার আন্তর্জাতিক অভিষেক হয়। তিনি বর্তমানে ইন্টারন্যাশনাল লিগ টি২০য়ে এমআই এমিরেট্‌সের হয়ে খেলেন। জানুয়ারি ২০২০-এ, তিনি ছিলেন ক্রিকেট আয়ারল্যান্ড থেকে কেন্দ্রীয় চুক্তিতে ভূষিত হওয়া উনিশজন খেলোয়াড়দের মধ্যে একজন, প্রথম বছর যেখানে সমস্ত চুক্তি সম্পূর্ণ সময়ের ভিত্তিতে দেওয়া হয়েছিল। ২০২২ সালে তিনি আরও দুই বছরের চুক্তিতে ভূষিত হন।"
2439,context_grounded_fact,False,আলেকজান্ডার আন কবে জন্মগ্রহণ করেন?,১৯৮১,,,,,stratified sample from real test set task type,context entailment/extraction,"আলেকজান্ডার আন (জন্ম ১৯৮১) একজন ইন্দোনেশীয় নাস্তিক এবং মিনang বংশোদ্ভূত সাবেক মুসলিম। ফেসবুকে এমন কিছু মন্তব্য এবং ছবি পোস্ট করার জন্য ২০১২ সালে তাকে কারারুদ্ধ করা হয় যেগুলোকে মুয়ারো সিজুনজুং জেলা আদালত ""ধর্মীয় ঘৃণা বা শত্রুতা উস্কে দেওয়ার উদ্দেশ্যে তথ্য প্রচার"" হিসেবে বিচার করেছিল। এই সাজা জাতীয়ভাবে বিতর্কের সৃষ্টি করে এবং এর ফলে অ্যামনেস্টি ইন্টারন্যাশনাল তাকে একজন বিবেকবন্দী হিসেবে অভিহিত করে।"
2468,context_grounded_fact,False,আইভি হুকস কবে জন্মগ্রহণ করেন?,"১৭ নভেম্বর, ১৯৬৫",,,,,stratified sample from real test set task type,context entailment/extraction,"আইভি ফে হুকস (জন্ম ১৭ নভেম্বর, ১৯৪১) একজন মার্কিন গণিতবিদ এবং প্রকৌশলী যিনি নাসা-তে (NASA) কাজ করেছেন। তিনি ১৯৬৫ সালে হিউস্টন বিশ্ববিদ্যালয় থেকে গণিত ও পদার্থবিজ্ঞানে স্নাতকোত্তর ডিগ্রি অর্জনের পর নাসায় যোগ দেন। তার প্রথম কাজ ছিল অ্যাপোলো প্রোগ্রাম-এ, যেখানে তিনি চাঁদের আলোকসজ্জার মডেলিং এবং লঞ্চ এস্কেপ সিস্টেমের ডাইনামিক্স নিয়ে কাজ করেছিলেন। পরবর্তীতে তিনি স্পেস শাটল-এর নকশা ও উন্নয়নে গুরুত্বপূর্ণ ভূমিকা পালন করেন। তিনি শাটল অর্বিটারের মূল নকশা দলে থাকা মাত্র দুজন নারী প্রকৌশলীর একজন ছিলেন।"
600,context_grounded_other,False,জ্যোতির্বিজ্ঞানী রাধাগোবিন্দ চন্দ্রের বাবার নাম কী ?,গোবিন্দচাঁদ,,,,,stratified sample from real test set task type,context entailment/extraction,"রাধাগোবিন্দ ১৮৭৮ সালের জুলাই ১৬ তারিখে বর্তমান বাংলাদেশের যশোর সদর উপজেলার বকচর (বাগচর নামেও পরিচিত) গ্রামে জন্মগ্রহণ করেন। তার বাবা গোরাচাঁদ স্থানীয় একজন ডাক্তারের সহকারী ছিলেন, আর মা পদ্মামুখ ছিলেন একজন গৃহিণী। বকচর পাঠশালায় অধ্যয়ন শেষে রাধাগোবিন্দ যশোর জিলা স্কুলে পড়াশোনা করেন। কিন্তু লেখাপড়ার প্রতি তার তেমন আগ্রহ ছিলনা। বরং রাতের আকাশের প্রতি আকর্ষন ছিল বেশি। পড়াশোনায় অমনোযোগের কারণে তিন তিন বার প্রবেশিকা পরীক্ষায় অংশগ্রহণ করেও উত্তীর্ণ হতে পারেননি। ১৮৯৯ সালে তার বয়স যখন মাত্র ২১ বছর তখন তার সাথে মুর্শিদাবাদের গোবিন্দ মোহিনীর বিয়ে হয়। তখন মোহিনীর বয়স ছিল মাত্র ৯ বছর। বিয়ের পর রাধাগোবিন্দ শেষবারের মত প্রবেশিকা পরীক্ষায় অংশ নেন এবং এবারও অকৃতকার্য হন। বারবার অকৃতকার্য হয়ে তিনি পড়াশোনার পাট চুকিয়ে কর্মজীবনে প্রবেশ করেন। তার এক ছেলের নাম কাল ও মেয়ের নাম বর্ষা।"
686,context_grounded_other,False,নেতাজি সুভাষ চন্দ্র বসুর বাবার নাম কী ?,জানকীনাথ বসু,,,,,stratified sample from real test set task type,context entailment/extraction,"১৮৯৭ খ্রিস্টাব্দের ২৩ জানুয়ারি, বর্তমান ওডিশা রাজ্যের কটক শহরে (ওডিয়া বাজার) জন্মগ্রহণ করেন সুভাষচন্দ্র বসু। তিনি ছিলেন কটক-প্রবাসী বিশিষ্ট বাঙালি আইনজীবী জানকীনাথ বসু ও প্রভাবতী দেবীর চৌদ্দ  সন্তানের মধ্যে নবম। ষষ্ঠ শ্রেণি পর্যন্ত সুভাষচন্দ্র একটি কটকের ইংরেজি স্কুলে পড়াশোনা করেন; বর্তমানে এই স্কুলটির নাম স্টুয়ার্ট স্কুল। এরপর তাঁকে ভর্তি করা হয় কটকের রাভেনশ কলেজিয়েট স্কুলে। সুভাষচন্দ্র ছিলেন মেধাবী ছাত্র। ১৯১১ খ্রিস্টাব্দে ম্যাট্রিকুলেশন পরীক্ষায় কলকাতা থেকে প্রথম স্থান অধিকার করেন তিনি। ১৯১৮ খ্রিস্টাব্দে কলকাতা বিশ্ববিদ্যালয় অধিভুক্ত স্কটিশ চার্চ কলেজ থেকে দর্শনে সাম্মানিকসহ বিএ পরীক্ষায় উত্তীর্ণ হন।"
1124,context_grounded_other,False,বাংলাদেশের স্বাধীনতাযুদ্ধের ভাস্কর্য বাংলাদেশের কোথায় নির্মিত হয়েছিল ?,বাংলাদেশের স্বাধীনতাযুদ্ধের ভাস্কর্য মূলত রাজধানী ঢাকার কেন্দ্রীয় এলাকাতেই নির্মিত হয়েছিল।,,,,,stratified sample from real test set task type,context entailment/extraction,"বাংলাদেশের স্বাধীনতাযুদ্ধের ভাস্কর্য নির্মিত হয়েছিল বাংলাদেশের স্বাধীনতাযুদ্ধের রক্তক্ষয়ী সংগ্রামের স্মৃতিকে লালন করার জন্য এবং পরবর্তি প্রজন্মের কাছে স্বাধীনতার চেতনাকে প্রবাহিত করার জন্য। স্বাধীনতাযুদ্ধ স্মরণে নির্মিত এসব ভাস্কর্য রাজধানী শহর ছাড়িয়ে দেশের সর্বত্রই প্রায় রয়েছে। এমনকি বাংলাদেশের বাইরে, বাঙালি অধ্যুষিত অঞ্চলেও রয়েছে স্বাধীনতাযুদ্ধের এসব ভাস্কর্য।"
1148,context_grounded_other,False,জীবনানন্দ দাশের বাবার নাম কী ?,সত্যানন্দ দাশগুপ্ত,,,,,stratified sample from real test set task type,context entailment/extraction,"জীবনানন্দ দাশ ১৮৯৯ খ্রিস্টাব্দের ১৭ ফেব্রুয়ারি[1] ব্রিটিশ ভারতের বেঙ্গল প্রেসিডেন্সির (বর্তমানে বাংলাদেশ) অন্তর্গত বরিশাল শহরে জন্মগ্রহণ করেন। তাঁর পূর্বপুরুষেরা ছিলেন বাংলাদেশের ঢাকা জেলার বিক্রমপুর পরগণা নিবাসী। তাঁর পিতামহ সর্বানন্দ দাশগুপ্ত (১৮৩৮-৮৫) বিক্রমপুর থেকে বরিশালে নিবাস স্থানান্তরিত করেন।[7] সর্বানন্দ দাশগুপ্ত জন্মসূত্রে হিন্দু ছিলেন; পরে ব্রাহ্মধর্মে দীক্ষা নেন। তিনি বরিশালে ব্রাহ্ম সমাজ আন্দোলনের প্রাথমিক পর্যায়ে অংশগ্রহণ করেন এবং তাঁর মানবহিতৈষী কাজের জন্যে ব্যাপকভাবে সমাদৃত হন।[8] জীবনানন্দের পিতা সত্যানন্দ দাশগুপ্ত সর্বানন্দের দ্বিতীয় পুত্র। সত্যানন্দ দাশগুপ্ত (১৮৬৩-১৯৪২) ছিলেন বরিশাল ব্রজমোহন স্কুলের শিক্ষক, প্রাবন্ধিক, বরিশাল ব্রাহ্ম সমাজের সম্পাদক এবং ব্রাহ্মসমাজের মুখপত্র ব্রাহ্মবাদী পত্রিকার প্রতিষ্ঠাতা-সম্পাদক।"
1166,context_grounded_other,False,"বাংলাদেশের মডেল, অভিনেত্রী এবং লেখিকা বিদ্যা সিনহা সাহা মীমের অভিনীত প্রথম চলচ্চিত্রের নাম কী ?",তার অভিনীত প্রথম চলচ্চিত্র ছিল **জোনাকির আলো**।,,,,,stratified sample from real test set task type,context entailment/extraction,"বিদ্যা সিনহা সাহা মীম (জন্ম: ১০ নভেম্বর, ১৯৯২) বাংলাদেশের একজন মডেল, অভিনেত্রী এবং লেখিকা।[1] লাক্স-চ্যানেল আই সুপারস্টার ২০০৭ প্রতিযোগিতায় তিনি প্রথম-স্থান লাভ করেন।[2] একই বছরে হুমায়ুন আহমেদ পরিচালিত আমার আছে জল চলচ্চিত্রের মাধ্যমে তার চলচিত্রে অভিষেক হয়। জোনাকির আলো চলচ্চিত্রে অভিনয় করে ৩৯তম জাতীয় চলচ্চিত্র পুরস্কারে মৌসুমীর সাথে যৌথভাবে শ্রেষ্ঠ অভিনেত্রীর পুরস্কার অর্জন করেন।[3]"
1170,context_grounded_other,False,সিভিল ইঞ্জিনিয়ারিংয়ের বাংলা পরিভাষা কী ?,পুরকৌশল,,,,,stratified sample from real test set task type,context entailment/extraction,"পুরকৌশল হল পেশাদার প্রকৌশল ব্যবস্থার একটি অন্যতম শাখা যেখানে নকশা, নির্মাণ কৌশল, বাস্তবিক বা প্রাকৃতিকভাবে গড়ে ওঠা পরিবেশের ব্যবস্থাপনা নিয়ে আলোচনা করা হয় যার মধ্যে সেতু, রাস্তা, পরিখা, বাঁধ, ভবন ইত্যাদি নির্মাণ অন্তর্ভুক্ত।মূলত পৃথিবীর সর্বত্র পুরকৌশলীদের কাজ রয়েছে। [1][2][3] সামরিক প্রকৌশল ব্যবস্থার পর পুরকৌশল হল সবচেয়ে পুরাতন প্রকৌশল ব্যবস্থা[4] এবং ইহা অসামরিক ও সামরিক প্রকৌশল ব্যবস্থার মধ্যে পার্থক্যকারী বিভাগ।[5] পুরকৌশলকে ঐতিহ্যগতভাবে বেশ কিছু উপ-শাখায় বিভক্ত করা হয় যেমন  স্থাপত্য প্রকৌশল, পরিবেশ প্রকৌশল, জিওট্যাকনিক্যাল ইঞ্জিনিয়ারিং, ভূপ্রকৃতিবিদ্যা, ভুগণিত, নিয়ন্ত্রণ প্রকৌশল, স্ট্রাকচারাল ইঞ্জিনিয়ারিং, ভূমিকম্প প্রকৌশল, পরিবহন প্রকৌশল, পৃথিবী বিজ্ঞান, বায়ুমণ্ডলীয় বিজ্ঞান, ফরেনসিক প্রকৌশল, পৌর বা শহুরে প্রকৌশল, পানি সম্পদ প্রকৌশল, উপকরণ প্রকৌশল, উপকূলবর্তী ইঞ্জিনিয়ারিং, মহাকাশ প্রকৌশল, পরিমাণ জরিপ, উপকূলীয় প্রকৌশল,[4] মাপজোপ, পরিবেশবিজ্ঞান, ভূতত্ববিদ্যা, নগর ও অঞ্চল পরিকল্পনা, অবকাঠামো প্রকৌশল, বস্তুবিদ্যা, জলবিজ্ঞান, ভূমি জরিপ এবং নির্মাণ প্রকৌশল।[6] সরকারী-বেসরকারী সকল বিভাগেই পুরকৌশল সমানভাবে গুরুত্বপূর্ণ।"
1205,context_grounded_other,False,মিশরের প্রথম রাজবংশের নাম কী ?,ফারাও,,,,,stratified sample from real test set task type,context entailment/extraction,মিশরের প্রথম রাজবংশের ফারাওদের অধীনেই মিশর প্রথম একটি ঐক্যবদ্ধ রাজ্য হিসেবে আত্মপ্রকাশ করে। শুরুর দিকে এর প্রশাসনিক কেন্দ্র ছিল থিনিস।[1] দ্বিতীয় রাজবংশের সাথে একত্রে প্রথম রাজবংশের শাসনকালকে মিশরের আদি রাজত্ব হিসেবে সাধারণভাবে গণ্য করা হয়ে থাকে।
1214,context_grounded_other,False,কুরআনে সর্বমোট আয়াতের সংখ্যা কয়টি ?,"প্রায় ৬,২৩৬",,,,,stratified sample from real test set task type,context entailment/extraction,"কুরআনে বিভিন্ন দৈর্ঘ্যের মোট ১১৪টি সূরা রয়েছে। সকল সূরা মিলিয়ে মোট আয়াতের (আয়াত আরবি শব্দ, এর সাহিত্যিক অর্থ নিদর্শন) সংখ্যা প্রায় ৬,২৩৬ (মতান্তরে ৬৩৪৮টি অথবা ৬৬৬৬টি)।[22] প্রত্যেকটি সূরার একটি নাম রয়েছে। নামকরণ বিভিন্ন উপায়ে করা হয়েছে; তবে অধিকাংশ ক্ষেত্রেই সূরার অভ্যন্তরে ব্যবহৃত কোনো শব্দকেই নাম হিসেবে বেছে নেওয়া হয়েছে। এছাড়া এমন নামও পাওয়া যায় যা সূরার অভ্যন্তরে ব্যবহৃত হয় নি যেমন সূরা ফাতিহা। ফাতিহা শব্দটি  এ সূরার কোথাও নেই। সূরাগুলোর একটি সুনির্দিষ্ট সজ্জা রয়েছে। সজ্জাকরণ তাদের অবতরণের ধারাবাহিকতা অনুসারে করা হয় নি। বরং দেখা যায় অনেকটা বড় থেকে ছোট সূরা অনুযায়ী সাজানো। অবশ্য একথাও পুরোপুরি সঠিক নয়। সজ্জার প্রকৃত কারণ কারও জানা নেই। অনেক ক্ষেত্রে বড় সূরাও ছোট সূরার পরে এসেছে। তবে একটি সূরা বা তার বিভিন্ন অংশ বিভিন্ন ঘটনার প্রেক্ষিতে ধারাবাহিকতার সাথেই অবতীর্ণ হয়েছিল বলে মুসলমানদের ধারণা। কুর’আনের সজ্জাটি মানুষের মুখস্থকরণের সুবিধার সৃষ্টি করেছে।"
1325,context_grounded_other,False,প্রীতিলতা ওয়াদ্দেদারের মায়ের নাম কী ছিল ?,প্রীতিলতা ওয়াদ্দেদারের মায়ের নাম ছিল প্রতিমাদেবী।,,,,,stratified sample from real test set task type,context entailment/extraction,"প্রীতিলতা ওয়াদ্দেদার ১৯১১ সালের ৫ই মে মঙ্গলবার চট্টগ্রামের বর্তমান পটিয়া উপজেলার ধলঘাট গ্রামে জন্মগ্রহণ করেন। [9] তাঁর পিতা ছিলেন মিউনিসিপ্যাল অফিসের হেড কেরানী জগদ্বন্ধু ওয়াদ্দেদার এবং মাতা প্রতিভাদেবী।[9] তাঁদের ছয় সন্তানঃ  মধুসূদন, প্রীতিলতা, কনকলতা, শান্তিলতা, আশালতা ও সন্তোষ। তাঁদের পরিবারের আদি পদবী ছিল দাশগুপ্ত। পরিবারের কোন এক পূর্বপুরুষ নবাবী আমলে “ওয়াহেদেদার” উপাধি পেয়েছিলেন, এই ওয়াহেদেদার থেকে ওয়াদ্দেদার বা ওয়াদ্দার।[9] শৈশবে পিতার মৃত্যুর পর জগদ্বন্ধু ওয়াদ্দেদার তাঁর পৈতৃক বাড়ি ডেঙ্গাপাড়া সপরিবারে ত্যাগ করেন। তিনি পটিয়া থানার ধলঘাট গ্রামে মামার বাড়িতে বড় হয়েছেন।[10][9] এই বাড়িতেই প্রীতিলতার জন্ম হয়। আদর করে মা প্রতিভাদেবী তাঁকে “রাণী” ডাকতেন। [11] পরবর্তীকালে চট্টগ্রাম শহরের আসকার খানের দীঘির দক্ষিণ-পশ্চিম পাড়ে টিনের ছাউনি দেয়া মাটির একটা দোতলা বাড়িতে স্থায়ীভাবে থাকতেন ওয়াদ্দেদার পরিবার। [12] অন্তর্মুখী, লাজুক এবং মুখচোরা স্বভাবের প্রীতিলতা ছেলেবেলায় ঘর ঝাঁট দেওয়া, বাসন মাজা ইত্যাদি কাজে মা-কে সাহায্য করতেন। [13][11]"
1354,context_grounded_other,False,বাঙালি হাংরিয়ালিজম যুগের লেখক মলয় রায়চৌধুরীর প্রথম প্রকাশিত কাব্যগ্রন্থের নাম কী ?,শয়তানের মুখ,,,,,stratified sample from real test set task type,context entailment/extraction,"মলয় রায়চৌধুরীর প্রথম কাব্যগ্রন্হ শয়তানের মুখ ১৯৬৩ সালে কৃত্তিবাস প্রকাশনী ধেকে প্রকাশিত হয়েছিল। পরীক্ষা-নিরীক্ষার কারণে গ্রন্হটিকে একটি জলবিভাজক বলে মনে করা হয়। মলয় তাঁর প্রতিটি কাব্যগ্রন্হে পরীক্ষা-নিরীক্ষা করেছেন এবং একটি সম্পূর্ণ ভিন্ন ধারার কবিতার জনকরূপে বাংলা সাহিত্যে একটি বিশেষ স্হান করে নিয়েছেন। তাঁর কবিতা বাংলাসাহিত্যের সনাতন ঐতিহ্যকে, নিয়মানুবর্তিতাকে, আমূল নাড়া দিয়েছিল। কবিতার ভাষায়, ছন্দে, অলংকারে, চিত্রকল্পে তুমূল ভাংচুর পাঠকের অভ্যস্ত চোখ ও কানকে বিব্রত করেছিল। যৌনতার সংগে তিনি এনেছিলেন ব্যঙ্গ, আত্মপরিহাস ও অসহায় মানুষের নিষগফলতার যন্ত্রণা। উপন্যাস ও ছোটগল্পে তিনি নিজস্ব গদ্য সৃষ্টি করেছেন এবং তাঁর প্রবন্ধকে আপোষহীন বলে মনে করা হয়। তাঁর নাটক তিনটিকে বলা হয়েছে উত্তরাধুনিক, যদিও সেগুলি হাংরি আন্দোলনের সময়ে রচিত। তার প্রবন্ধ ও পোলেমিক্সগুলি থেকে স্পষ্ট হয় কেন তাঁকে প্রতিষ্ঠানবিরোধিতার জনক বলা হয়। মলয় যাঁদের কাজ অনুবাদ করেছেন তাদের মধ্যে উল্লেখযোগ্য হলেন উইলিয়াম ব্লেক, জাঁ ককতো, সালভাদোর দালি, পল গঁগা, ব্লাইজি সঁদরা, ত্রিস্তান জারা, অ্যালেন গিন্সবার্গ, লরেন্স ফেরলিংঘেট্টি, পাবলো নেরুদা এবং ফেদেরিকো গারথিয়া লোরকা।মলয় গ্রন্হে সম্পাদক মুর্শিদ এ. এম. ভূমিকায় জানিয়েছেন যে নব্বুই দশকের পর রচিত তার সাহিত্যকর্মকে বলা হয়েছে অধুনান্তিক।"
1518,context_grounded_other,False,জাস্টিন পিয়েরে জেমস ট্রুডোর স্ত্রীর নাম কী ?,জাস্টিন সিনক্লেয়ার ট্রুডো,,,,,stratified sample from real test set task type,context entailment/extraction,জাস্টিন ট্রুডো তার ছোটভাই মাইকেলের সহপাঠিনী ও বান্ধবী সোফি গ্রেগরের সাথে ২০০৫ সালের ২৮ শে মে বিবাহবন্ধনের আবদ্ধ হন। [51][52] ব্যক্তিগত জীবনে তিনি তিন বাচ্চার জনক।
1534,context_grounded_other,False,প্যালিওজোয়িক মহাযুগের অন্তর্গত প্রথম অধিযুগের নাম কী ?,ফ্যানারোজোয়িক,,,,,stratified sample from real test set task type,context entailment/extraction,"প্যালিওজোয়িক (অথবা প্যালেওজোয়িক) মহাযুগ (/ˌpeɪliəˈzoʊɪk, ˌpæ-/;[1][2] গ্রীক শব্দ  palaios- প্যালিওস (παλαιός), “প্রাচীন” এবং  zoe- জোয় (ζωή), “জীবন” থেকে এসেছে, অর্থ “প্রাচীন জীবন” [3]) এবং এটি ফ্যানারোজোয়িক অধিযুগের তিনটি ভূতাত্ত্বিক মহাযুগের মধ্যে সর্বাপেক্ষা প্রারম্ভিক মহাযুগ। এটি ফ্যানারোজোয়িক অধিযুগের সর্বাপেক্ষা দীর্ঘ মহাযুগ যার ব্যাপ্তি ছিল ৫৪১ মিলিয়ন বছর পূর্ব হতে ২৫১.৯০২ মিলিয়ন বছর পূর্ব পর্যন্ত এবং এটি ছয়টি ভূতাত্ত্বিক যুগে বিভক্ত (প্রাচীনতম হতে নবীনতম): ক্যাম্ব্রিয়ান, অর্ডোভিশিয়ান, সিলুরিয়ান, ডেভোনিয়ান, কার্বনিফেরাস এবং পার্মিয়ান। প্যালিওজোয়িক মহাযুগ প্রোটেরোজোয়িক অধিযুগের নিওপ্রোটেরোজোয়িক মহাযুগের পরে আসে যেটা আবার মেসোজোয়িক মহাযুগের পরে আসে।"
1791,context_grounded_other,False,মহামহোপাধ্যায় হরপ্রসাদ শাস্ত্রী কোথায় জন্মগ্রহণ করেছিলেন ?,খুলনা জেলার কুমিরা গ্রামে,,,,,stratified sample from real test set task type,context entailment/extraction,হরপ্রসাদ শাস্ত্রী ব্রিটিশ বাংলা প্রদেশের খুলনা জেলার কুমিরা গ্রামে জন্মগ্রহণ করেন। তবে তাঁদের আদি নিবাস ছিল উত্তর চব্বিশ পরগনা জেলার নৈহাটিতে। তাঁর পারিবারিক পদবী ছিল ভট্টাচার্য। গ্রামের স্কুলে প্রাথমিক শিক্ষা অর্জনের পর হরপ্রসাদ কলকাতার সংস্কৃত কলেজিয়েট স্কুল ও প্রেসিডেন্সি কলেজে পড়াশোনা করেন। কলকাতায় তিনি তাঁর বড়দা নন্দকুমার ন্যায়চঞ্চুর বন্ধু তথা বিশিষ্ট সমাজ সংস্কারক ও পণ্ডিত ঈশ্বরচন্দ্র বিদ্যাসাগরের সঙ্গে থাকতেন।[1][2] ১৮৭১ সালে হরপ্রসাদ প্রবেশিকা পরীক্ষায় উত্তীর্ণ হন। ১৮৭৩ সালে পাস করেন ফার্স্ট আর্টস পরীক্ষা। ১৮৭৬ সালে বি.এ. ডিগ্রি অর্জন করেন। ১৮৭৭ সালে সংস্কৃতে সাম্মানিক হন। পরে এম.এ. পরীক্ষায় পাস করে তিনি 'শাস্ত্রী' উপাধি লাভ করেন। উক্ত পরীক্ষায় হরপ্রসাদই ছিলেন প্রথম শ্রেণীতে উত্তীর্ণ একমাত্র ছাত্র।
1866,context_grounded_other,False,মতিউর রহমান নিজামীর বাবার নাম কী ?,লুৎফর রহমান খান,,,,,stratified sample from real test set task type,context entailment/extraction,নিজামী ১৯৪৩ সালের ৩১শে মার্চ পাবনার সাঁথিয়া উপজেলার সলঙ্গী-মনমথপুর গ্রামে জন্মগ্রহণ করেন। ১৯৬৩ সালে কামিল এবং ১৯৬৭ সালে ঢাকা বিশ্ববিদ্যালয় থেকে স্নাতক সম্পন্ন করেন। তার পিতার নাম লুৎফর রহমান খান। ব্যক্তিগত জীবনে নিজামী সামসুন্নাহার সাথে বিবাহ বন্ধনে আবদ্ধ হন। সামসুন্নাহার ঢাকার মানারাত ইন্টারন্যাশনাল কলেজের অধ্যক্ষ হিসেবে দায়িত্ব পালন করছেন। এই দম্পত্তির চার পুত্র ও দুই কন্যা রয়েছে।
2036,context_grounded_other,False,ইসলামের পবিত্র ধর্মগ্রন্থ কোরানে আয়াতের সংখ্যা কয়টি ?,"৬,২৩৬",,,,,stratified sample from real test set task type,context entailment/extraction,"ইসলামী ইতিহাস অনুসারে দীর্ঘ তেইশ বছর ধরে খণ্ড খণ্ড অংশে এটি ইসলামের নবী মুহাম্মাদের নিকট অবতীর্ণ হয়। ইসলামের অনুসারীরা কুরআনকে একটি পুর্ণাঙ্গ জীবন বিধান বলে বিশ্বাস করে। কুরআনে সর্বমোট ১১৪টি সূরা আছে। আয়াত বা পঙক্তি সংখ্যা ৬,২৩৬ টি। এটি মূল আরবি ভাষায় অবর্তীর্ণ হয়।[13][14][15][16] মুসলিম চিন্তাধারা অনুসারে কুরআন ধারাবাহিকভাবে অবর্তীর্ণ ধর্মীয় গ্রন্থগুলোর মধ্যে সর্বশেষ এবং গ্রন্থ অবতরণের এই ধারা ইসলামের প্রথম বাণীবাহক আদম থেকে শুরু হয়। কুরআনে অনেক ঐতিহাসিক ঘটনার উল্লেখ রয়েছে যার সাথে বাইবেলসহ অন্যান্য ধর্মীয়গ্রন্থের বেশ মিল রয়েছে, অবশ্য অমিলও কম নয়। তবে কুরআনে কোনও ঘটনার বিস্তারিত বর্ণনা নেই। ইসলামী ভাষ্যমতে কুরআন অপরিবর্তনীয় এবং এ সম্পর্কে মুসলিমরা কুরআনের সূরা আল-হিজরের (১৫ নং সূরা), ৯ নং আয়াতের কথা উল্লেখ করে থাকে, এবং তা হল:"
